created_at,sku_id,store_id,inventory,selling_price,mrp,prev_inventory
"2025-03-01 01:23:51",547731,29581,0,93,99,NULL
"2025-03-01 06:30:12",547731,29581,0,93,99,0
"2025-03-04 01:10:33",547731,29581,1,93,99,0
"2025-03-04 08:30:41",547731,29581,3,93,99,1
"2025-03-04 12:21:37",547731,29581,3,93,99,3
"2025-03-04 18:24:30",547731,29581,1,93,99,3
"2025-03-05 00:44:34",547731,29581,1,93,99,1
"2025-03-05 06:25:39",547731,29581,1,93,99,1
"2025-03-05 12:28:18",547731,29581,1,93,99,1
"2025-03-05 18:21:16",547731,29581,1,93,99,1
"2025-03-06 01:02:29",547731,29581,1,93,99,1
"2025-03-06 06:26:05",547731,29581,0,93,99,1
"2025-03-06 12:27:43",547731,29581,1,93,99,0
"2025-03-06 18:22:47",547731,29581,0,93,99,1
"2025-03-07 01:26:16",547731,29581,0,93,99,0
"2025-03-07 06:21:33",547731,29581,0,93,99,0
"2025-03-07 12:29:44",547731,29581,0,93,99,0
"2025-03-07 18:23:28",547731,29581,0,93,99,0
"2025-03-08 00:41:00",547731,29581,0,93,99,0
"2025-03-08 06:19:30",547731,29581,0,93,99,0
"2025-03-08 12:24:14",547731,29581,0,93,99,0
"2025-03-08 18:17:45",547731,29581,0,93,99,0
"2025-03-09 00:55:57",547731,29581,0,93,99,0
"2025-03-09 06:19:40",547731,29581,3,93,99,0
"2025-03-09 12:25:51",547731,29581,3,93,99,3
"2025-03-09 18:18:42",547731,29581,3,93,99,3
"2025-03-10 01:49:13",547731,29581,3,93,99,3
"2025-03-10 06:22:32",547731,29581,3,93,99,3
"2025-03-10 12:31:39",547731,29581,3,93,99,3
"2025-03-10 18:29:11",547731,29581,2,93,99,3
"2025-03-11 01:04:03",547731,29581,2,93,99,2
"2025-03-11 06:26:31",547731,29581,2,93,99,2
"2025-03-11 12:22:46",547731,29581,2,93,99,2
"2025-03-11 18:27:40",547731,29581,3,93,99,2
"2025-03-12 01:00:59",547731,29581,3,93,99,3
"2025-03-12 06:32:04",547731,29581,3,93,99,3
"2025-03-12 12:41:18",547731,29581,2,93,99,3
"2025-03-12 18:30:12",547731,29581,2,93,99,2
"2025-03-13 01:08:59",547731,29581,2,93,99,2
"2025-03-13 06:30:53",547731,29581,5,93,99,2
"2025-03-13 12:35:44",547731,29581,3,93,99,5
"2025-03-16 06:49:33",547731,29581,8,93,99,3
"2025-03-16 12:32:05",547731,29581,8,93,99,8
"2025-03-16 18:20:54",547731,29581,8,93,99,8
"2025-03-17 01:05:08",547731,29581,8,93,99,8
"2025-03-17 12:35:53",547731,29581,8,93,99,8
"2025-03-17 18:27:46",547731,29581,8,93,99,8
"2025-03-18 01:05:23",547731,29581,8,93,99,8
"2025-03-18 06:28:49",547731,29581,8,93,99,8
"2025-03-18 12:30:15",547731,29581,8,93,99,8
"2025-03-18 18:29:14",547731,29581,8,93,99,8
"2025-03-19 01:56:39",547731,29581,8,93,99,8
"2025-03-19 12:34:11",547731,29581,7,93,99,8
"2025-03-19 18:31:25",547731,29581,7,93,99,7
"2025-03-20 01:00:56",547731,29581,7,93,99,7
"2025-03-20 06:37:07",547731,29581,6,93,99,7
"2025-03-20 12:42:36",547731,29581,6,93,99,6
"2025-03-20 18:27:52",547731,29581,6,93,99,6
"2025-03-21 03:03:27",547731,29581,6,93,99,6
"2025-03-21 12:35:46",547731,29581,6,93,99,6
"2025-03-21 18:32:07",547731,29581,6,93,99,6
"2025-03-22 01:14:34",547731,29581,6,93,99,6
"2025-03-22 06:32:28",547731,29581,6,93,99,6
"2025-03-22 12:26:11",547731,29581,6,93,99,6
"2025-03-22 18:31:20",547731,29581,3,93,99,6
"2025-03-23 01:51:55",547731,29581,3,93,99,3
"2025-03-23 12:35:38",547731,29581,3,93,99,3
"2025-03-23 18:24:07",547731,29581,3,93,99,3
"2025-03-24 04:45:27",547731,29581,3,93,99,3
"2025-03-24 12:36:18",547731,29581,3,93,99,3
"2025-03-24 18:28:57",547731,29581,3,93,99,3
"2025-03-25 01:46:35",547731,29581,3,93,99,3
"2025-03-25 12:47:28",547731,29581,3,93,99,3
"2025-03-25 18:35:21",547731,29581,3,93,99,3
"2025-03-26 04:05:28",547731,29581,3,93,99,3
"2025-03-26 12:32:32",547731,29581,3,93,99,3
"2025-03-26 18:26:55",547731,29581,3,93,99,3
"2025-03-27 02:13:49",547731,29581,3,93,99,3
"2025-03-27 12:46:07",547731,29581,3,93,99,3
"2025-03-27 18:43:45",547731,29581,3,93,99,3
"2025-03-28 03:51:56",547731,29581,3,93,99,3
"2025-03-28 12:43:44",547731,29581,3,93,99,3
"2025-03-28 18:40:13",547731,29581,2,93,99,3
"2025-03-29 01:10:04",547731,29581,2,93,99,2
"2025-03-29 06:35:02",547731,29581,2,93,99,2
"2025-03-29 12:31:34",547731,29581,1,93,99,2
"2025-03-29 18:23:41",547731,29581,1,93,99,1
"2025-03-30 02:03:21",547731,29581,1,93,99,1
"2025-03-30 12:32:31",547731,29581,1,93,99,1
"2025-03-30 18:21:09",547731,29581,2,93,99,1
"2025-03-31 07:54:43",547731,29581,2,93,99,2
"2025-03-31 12:38:44",547731,29581,2,93,99,2
"2025-03-31 18:28:39",547731,29581,5,93,99,2
"2025-04-01 02:14:07",547731,29581,5,90,99,5
"2025-04-01 12:44:03",547731,29581,5,90,99,5
"2025-04-01 18:28:29",547731,29581,5,90,99,5
"2025-04-02 06:36:42",547731,29581,5,90,99,5
"2025-03-01 01:25:52",547731,29650,6,93,99,NULL
"2025-03-01 06:33:42",547731,29650,6,93,99,6
"2025-03-03 18:38:20",547731,29650,5,93,99,6
"2025-03-04 01:30:35",547731,29650,5,93,99,5
"2025-03-04 08:31:57",547731,29650,5,93,99,5
"2025-03-04 12:23:39",547731,29650,3,93,99,5
"2025-03-04 18:26:13",547731,29650,3,93,99,3
"2025-03-05 01:03:19",547731,29650,3,93,99,3
"2025-03-05 06:26:34",547731,29650,4,93,99,3
"2025-03-05 12:28:33",547731,29650,3,93,99,4
"2025-03-05 18:25:24",547731,29650,3,93,99,3
"2025-03-06 01:01:11",547731,29650,3,93,99,3
"2025-03-06 06:22:10",547731,29650,3,93,99,3
"2025-03-06 12:27:54",547731,29650,3,93,99,3
"2025-03-06 18:22:49",547731,29650,3,93,99,3
"2025-03-07 00:51:43",547731,29650,3,93,99,3
"2025-03-07 07:03:55",547731,29650,3,93,99,3
"2025-03-07 12:31:29",547731,29650,3,93,99,3
"2025-03-07 18:20:50",547731,29650,3,93,99,3
"2025-03-08 00:51:23",547731,29650,3,93,99,3
"2025-03-08 06:17:31",547731,29650,3,93,99,3
"2025-03-08 12:22:21",547731,29650,2,93,99,3
"2025-03-08 18:20:13",547731,29650,2,93,99,2
"2025-03-09 00:57:22",547731,29650,2,93,99,2
"2025-03-09 06:24:21",547731,29650,2,93,99,2
"2025-03-09 12:26:11",547731,29650,2,93,99,2
"2025-03-09 18:56:47",547731,29650,6,93,99,2
"2025-03-10 00:53:16",547731,29650,6,93,99,6
"2025-03-10 06:22:54",547731,29650,6,93,99,6
"2025-03-10 12:31:59",547731,29650,6,93,99,6
"2025-03-10 18:26:35",547731,29650,5,93,99,6
"2025-03-11 01:04:11",547731,29650,5,93,99,5
"2025-03-11 06:25:55",547731,29650,5,93,99,5
"2025-03-11 12:23:54",547731,29650,5,93,99,5
"2025-03-11 18:30:02",547731,29650,4,93,99,5
"2025-03-12 01:02:12",547731,29650,4,93,99,4
"2025-03-12 06:30:17",547731,29650,4,93,99,4
"2025-03-12 12:39:05",547731,29650,4,93,99,4
"2025-03-12 18:27:47",547731,29650,4,93,99,4
"2025-03-13 01:05:28",547731,29650,4,93,99,4
"2025-03-13 06:28:41",547731,29650,4,93,99,4
"2025-03-13 12:33:55",547731,29650,4,93,99,4
"2025-03-16 07:10:36",547731,29650,8,93,99,4
"2025-03-16 12:32:02",547731,29650,8,93,99,8
"2025-03-16 18:20:28",547731,29650,8,93,99,8
"2025-03-17 01:30:28",547731,29650,8,93,99,8
"2025-03-17 12:33:53",547731,29650,7,93,99,8
"2025-03-17 18:31:26",547731,29650,7,93,99,7
"2025-03-18 01:05:49",547731,29650,7,93,99,7
"2025-03-18 06:28:45",547731,29650,7,93,99,7
"2025-03-18 12:29:30",547731,29650,7,93,99,7
"2025-03-18 18:25:29",547731,29650,7,93,99,7
"2025-03-19 01:18:49",547731,29650,7,93,99,7
"2025-03-19 12:36:30",547731,29650,7,93,99,7
"2025-03-19 18:31:36",547731,29650,7,93,99,7
"2025-03-20 01:04:35",547731,29650,7,93,99,7
"2025-03-20 06:30:50",547731,29650,7,93,99,7
"2025-03-20 14:15:16",547731,29650,7,93,99,7
"2025-03-20 18:30:16",547731,29650,7,93,99,7
"2025-03-21 02:06:47",547731,29650,7,93,99,7
"2025-03-21 12:36:12",547731,29650,5,93,99,7
"2025-03-21 18:31:49",547731,29650,5,93,99,5
"2025-03-22 01:13:27",547731,29650,5,93,99,5
"2025-03-22 06:35:20",547731,29650,5,93,99,5
"2025-03-22 12:28:56",547731,29650,2,93,99,5
"2025-03-22 18:36:51",547731,29650,2,93,99,2
"2025-03-23 07:34:01",547731,29650,7,93,99,2
"2025-03-23 12:30:05",547731,29650,7,93,99,7
"2025-03-23 18:27:01",547731,29650,7,93,99,7
"2025-03-24 04:11:37",547731,29650,7,93,99,7
"2025-03-24 12:41:59",547731,29650,7,93,99,7
"2025-03-24 18:27:16",547731,29650,7,93,99,7
"2025-03-25 01:17:32",547731,29650,7,93,99,7
"2025-03-25 12:37:10",547731,29650,7,93,99,7
"2025-03-25 18:27:39",547731,29650,7,93,99,7
"2025-03-26 01:18:29",547731,29650,7,93,99,7
"2025-03-26 12:43:28",547731,29650,5,93,99,7
"2025-03-26 18:23:51",547731,29650,5,93,99,5
"2025-03-27 02:39:22",547731,29650,5,93,99,5
"2025-03-27 12:32:57",547731,29650,5,93,99,5
"2025-03-27 18:29:45",547731,29650,2,93,99,5
"2025-03-28 03:36:17",547731,29650,2,93,99,2
"2025-03-28 18:30:53",547731,29650,0,93,99,2
"2025-03-29 08:03:32",547731,29650,5,93,99,0
"2025-03-29 12:40:02",547731,29650,5,93,99,5
"2025-03-29 18:24:28",547731,29650,5,93,99,5
"2025-03-30 07:37:42",547731,29650,5,93,99,5
"2025-03-30 12:28:10",547731,29650,5,93,99,5
"2025-03-30 18:27:39",547731,29650,5,93,99,5
"2025-03-31 02:38:01",547731,29650,5,93,99,5
"2025-03-31 12:38:35",547731,29650,4,93,99,5
"2025-03-31 18:32:01",547731,29650,3,93,99,4
"2025-04-01 07:34:14",547731,29650,3,90,99,3
"2025-04-01 12:45:04",547731,29650,1,90,99,3
"2025-04-01 18:33:11",547731,29650,1,90,99,1
"2025-04-02 06:44:55",547731,29650,10,90,99,1
"2025-03-01 00:48:20",547731,29859,1,93,99,NULL
"2025-03-01 07:07:04",547731,29859,1,93,99,1
"2025-03-03 18:37:01",547731,29859,2,93,99,1
"2025-03-04 01:14:08",547731,29859,2,93,99,2
"2025-03-04 08:29:33",547731,29859,2,93,99,2
"2025-03-04 12:22:24",547731,29859,2,93,99,2
"2025-03-04 18:25:22",547731,29859,1,93,99,2
"2025-03-05 00:45:48",547731,29859,1,93,99,1
"2025-03-05 06:25:05",547731,29859,1,93,99,1
"2025-03-05 12:28:57",547731,29859,3,93,99,1
"2025-03-05 18:30:53",547731,29859,3,93,99,3
"2025-03-06 01:02:35",547731,29859,3,93,99,3
"2025-03-06 06:21:09",547731,29859,3,93,99,3
"2025-03-06 12:25:32",547731,29859,3,93,99,3
"2025-03-06 18:25:48",547731,29859,3,93,99,3
"2025-03-07 00:41:44",547731,29859,3,93,99,3
"2025-03-07 07:05:16",547731,29859,3,93,99,3
"2025-03-07 12:32:18",547731,29859,3,93,99,3
"2025-03-07 18:23:26",547731,29859,3,93,99,3
"2025-03-08 00:47:23",547731,29859,3,93,99,3
"2025-03-08 06:20:26",547731,29859,3,93,99,3
"2025-03-08 12:22:25",547731,29859,3,93,99,3
"2025-03-08 18:17:56",547731,29859,3,93,99,3
"2025-03-09 00:53:55",547731,29859,3,93,99,3
"2025-03-09 06:21:50",547731,29859,3,93,99,3
"2025-03-09 12:21:42",547731,29859,3,93,99,3
"2025-03-09 18:59:41",547731,29859,3,93,99,3
"2025-03-10 00:51:34",547731,29859,3,93,99,3
"2025-03-10 06:22:58",547731,29859,3,93,99,3
"2025-03-10 12:30:34",547731,29859,2,93,99,3
"2025-03-10 18:26:48",547731,29859,2,93,99,2
"2025-03-11 01:04:46",547731,29859,2,93,99,2
"2025-03-11 06:26:32",547731,29859,1,93,99,2
"2025-03-11 12:26:11",547731,29859,1,93,99,1
"2025-03-11 18:30:20",547731,29859,1,93,99,1
"2025-03-12 00:57:21",547731,29859,1,93,99,1
"2025-03-12 06:32:59",547731,29859,4,93,99,1
"2025-03-12 12:38:17",547731,29859,3,93,99,4
"2025-03-12 18:24:48",547731,29859,3,93,99,3
"2025-03-13 01:05:24",547731,29859,3,93,99,3
"2025-03-13 06:27:38",547731,29859,1,93,99,3
"2025-03-13 12:31:05",547731,29859,1,93,99,1
"2025-03-16 07:10:09",547731,29859,3,93,99,1
"2025-03-16 12:29:02",547731,29859,3,93,99,3
"2025-03-16 18:20:43",547731,29859,2,93,99,3
"2025-03-17 01:06:49",547731,29859,2,93,99,2
"2025-03-17 12:33:12",547731,29859,4,93,99,2
"2025-03-17 18:27:42",547731,29859,3,93,99,4
"2025-03-18 01:04:03",547731,29859,3,93,99,3
"2025-03-18 06:28:24",547731,29859,3,93,99,3
"2025-03-18 12:31:05",547731,29859,3,93,99,3
"2025-03-18 18:25:30",547731,29859,2,93,99,3
"2025-03-19 02:21:19",547731,29859,2,93,99,2
"2025-03-19 12:34:48",547731,29859,4,93,99,2
"2025-03-19 18:26:56",547731,29859,4,93,99,4
"2025-03-20 01:10:49",547731,29859,4,93,99,4
"2025-03-20 06:30:55",547731,29859,4,93,99,4
"2025-03-20 12:41:27",547731,29859,4,93,99,4
"2025-03-20 18:31:48",547731,29859,4,93,99,4
"2025-03-21 01:29:31",547731,29859,4,93,99,4
"2025-03-21 12:28:17",547731,29859,4,93,99,4
"2025-03-21 18:34:36",547731,29859,4,93,99,4
"2025-03-22 01:01:19",547731,29859,4,93,99,4
"2025-03-22 06:33:31",547731,29859,4,93,99,4
"2025-03-22 12:31:10",547731,29859,2,93,99,4
"2025-03-22 18:28:50",547731,29859,2,93,99,2
"2025-03-23 02:05:18",547731,29859,4,93,99,2
"2025-03-23 12:32:01",547731,29859,3,93,99,4
"2025-03-23 18:26:16",547731,29859,3,93,99,3
"2025-03-24 02:06:15",547731,29859,3,93,99,3
"2025-03-24 12:38:04",547731,29859,4,93,99,3
"2025-03-24 18:28:54",547731,29859,3,93,99,4
"2025-03-25 01:56:18",547731,29859,3,93,99,3
"2025-03-25 12:38:19",547731,29859,4,93,99,3
"2025-03-25 18:33:54",547731,29859,4,93,99,4
"2025-03-26 04:06:30",547731,29859,4,93,99,4
"2025-03-26 12:37:13",547731,29859,4,93,99,4
"2025-03-26 18:23:53",547731,29859,4,93,99,4
"2025-03-27 02:08:13",547731,29859,4,93,99,4
"2025-03-27 12:37:35",547731,29859,3,93,99,4
"2025-03-27 18:36:59",547731,29859,3,93,99,3
"2025-03-28 03:34:23",547731,29859,4,93,99,3
"2025-03-28 12:42:53",547731,29859,4,93,99,4
"2025-03-28 18:26:44",547731,29859,4,93,99,4
"2025-03-29 01:09:00",547731,29859,4,93,99,4
"2025-03-29 06:30:48",547731,29859,4,93,99,4
"2025-03-29 12:37:46",547731,29859,4,93,99,4
"2025-03-29 18:33:40",547731,29859,4,93,99,4
"2025-03-30 03:29:55",547731,29859,4,93,99,4
"2025-03-30 12:29:34",547731,29859,2,93,99,4
"2025-03-30 18:25:11",547731,29859,2,93,99,2
"2025-03-31 01:11:10",547731,29859,4,93,99,2
"2025-03-31 12:42:39",547731,29859,4,93,99,4
"2025-03-31 18:32:57",547731,29859,4,93,99,4
"2025-03-31 18:38:21",547731,29859,4,93,99,4
"2025-04-01 01:10:58",547731,29859,4,90,99,4
"2025-04-01 12:44:29",547731,29859,4,90,99,4
"2025-04-01 18:28:32",547731,29859,4,90,99,4
"2025-04-02 01:24:41",547731,29859,4,90,99,4
"2025-03-01 00:47:01",547731,29861,1,93,99,NULL
"2025-03-01 01:10:01",547731,29861,1,93,99,1
"2025-03-01 06:06:08",547731,29861,1,93,99,1
"2025-03-04 00:03:37",547731,29861,3,93,99,1
"2025-03-04 08:23:10",547731,29861,3,93,99,3
"2025-03-04 12:00:12",547731,29861,2,93,99,3
"2025-03-04 18:20:30",547731,29861,2,93,99,2
"2025-03-05 00:00:41",547731,29861,2,93,99,2
"2025-03-05 06:10:41",547731,29861,2,93,99,2
"2025-03-05 12:21:46",547731,29861,2,93,99,2
"2025-03-05 18:04:35",547731,29861,2,93,99,2
"2025-03-06 00:05:38",547731,29861,2,93,99,2
"2025-03-06 06:08:43",547731,29861,2,93,99,2
"2025-03-06 12:23:52",547731,29861,2,93,99,2
"2025-03-06 18:00:50",547731,29861,2,93,99,2
"2025-03-07 00:01:36",547731,29861,2,93,99,2
"2025-03-07 06:06:44",547731,29861,2,93,99,2
"2025-03-07 12:12:20",547731,29861,2,93,99,2
"2025-03-07 18:11:06",547731,29861,2,93,99,2
"2025-03-08 00:30:36",547731,29861,2,93,99,2
"2025-03-08 06:03:53",547731,29861,2,93,99,2
"2025-03-08 12:09:55",547731,29861,2,93,99,2
"2025-03-08 18:11:16",547731,29861,2,93,99,2
"2025-03-09 00:05:29",547731,29861,2,93,99,2
"2025-03-09 06:04:34",547731,29861,2,93,99,2
"2025-03-09 12:03:36",547731,29861,2,93,99,2
"2025-03-09 18:00:15",547731,29861,2,93,99,2
"2025-03-10 00:15:36",547731,29861,2,93,99,2
"2025-03-10 06:17:17",547731,29861,2,93,99,2
"2025-03-10 12:00:16",547731,29861,2,93,99,2
"2025-03-10 18:03:27",547731,29861,2,93,99,2
"2025-03-11 00:12:02",547731,29861,2,93,99,2
"2025-03-11 06:21:13",547731,29861,2,93,99,2
"2025-03-11 12:02:19",547731,29861,2,93,99,2
"2025-03-11 18:02:08",547731,29861,2,93,99,2
"2025-03-12 00:19:20",547731,29861,2,93,99,2
"2025-03-12 06:25:03",547731,29861,2,93,99,2
"2025-03-12 13:25:45",547731,29861,2,93,99,2
"2025-03-12 18:06:40",547731,29861,2,93,99,2
"2025-03-13 00:00:17",547731,29861,2,93,99,2
